Timestamp, Data_type, Gyro x, Gyro y, Gyro z, Accel x, Accel y, Accel z, Filter yaw, Filter pitch, Filter roll, Image_name 
0.0, IMG_DATA, , , , , , , , , , Image_00000 
1.31783, IMU_DATA, 0.476875, -0.41125, -0.441875, 16363, 4, -238, , , , , 
1.32263, IMU_DATA, 0.476875, -0.44625, -0.14, 16357, -46, -161, , , , , 
1.32743, IMU_DATA, 0.476875, -0.60375, 0.035, 16365, -52, -222, , , , , 
1.33223, IMU_DATA, 0.56, -0.651875, 0.105, 16331, -54, -178, , , , , 
1.33703, IMU_DATA, 0.4725, -0.450625, 0.2625, 16370, -147, -71, , , , , 
1.34183, IMU_DATA, 0.468125, -0.476875, 0.275625, 16385, -200, -129, , , , , 
1.34663, IMU_DATA, 0.4725, -0.53375, 0.144375, 16400, -192, -96, , , , , 
1.35143, IMU_DATA, 0.37625, -0.51625, 0.0, 16411, -251, -38, , , , , 
1.35623, IMU_DATA, 0.398125, -0.590625, -0.175, 16408, -260, -63, , , , , 
1.36103, IMU_DATA, 0.520625, -0.69125, -0.310625, 16408, -322, -56, , , , , 
1.36583, IMU_DATA, 0.665, -0.79625, -0.35875, 16408, -307, -51, , , , , 
1.37063, IMU_DATA, 0.595, -0.77, -0.385, 16392, -276, -102, , , , , 
1.37543, IMU_DATA, 0.42, -0.665, -0.406875, 16372, -300, -36, , , , , 
1.38023, IMU_DATA, 0.389375, -0.713125, -0.336875, 16284, -28, -184, , , , , 
1.30588, IMG_DATA, , , , , , , , , , Image_00013 
1.38503, IMU_DATA, 0.55125, -0.735, 0.13125, 16298, -268, 3, , , , , 
1.38983, IMU_DATA, 0.58625, -0.651875, 0.756875, 16505, -565, -40, , , , , 
1.39463, IMU_DATA, 0.459375, -0.83125, 0.310625, 16418, -277, -205, , , , , 
1.39943, IMU_DATA, 0.35875, -0.9625, -0.739375, 16338, -118, -148, , , , , 
1.40423, IMU_DATA, 0.406875, -0.949375, -0.984375, 16392, -221, -81, , , , , 
1.40903, IMU_DATA, 0.525, -0.984375, -0.5425, 16387, -165, -263, , , , , 
1.41383, IMU_DATA, 0.555625, -0.945, -0.144375, 16369, -167, -174, , , , , 
1.41863, IMU_DATA, 0.48125, -0.800625, 0.109375, 16380, -199, -182, , , , , 
1.42343, IMU_DATA, 0.42, -0.77875, 0.16625, 16385, -196, -274, , , , , 
1.42823, IMU_DATA, 0.4725, -0.84875, 0.126875, 16381, -224, -217, , , , , 
1.43303, IMU_DATA, 0.5075, -0.914375, -0.030625, 16372, -182, -265, , , , , 
1.43783, IMU_DATA, 0.51625, -0.875, -0.175, 16416, -176, -282, , , , , 
1.44263, IMU_DATA, 0.450625, -0.69125, -0.240625, 16404, -162, -220, , , , , 
1.44743, IMU_DATA, 0.424375, -0.704375, -0.28, 16400, -177, -269, , , , , 
1.45223, IMU_DATA, 0.275625, -0.651875, -0.328125, 16373, -132, -265, , , , , 
1.45703, IMU_DATA, 0.240625, -0.56, -0.310625, 16381, -171, -214, , , , , 
1.46183, IMU_DATA, 0.363125, -0.643125, -0.28, 16376, -204, -214, , , , , 
1.46663, IMU_DATA, 0.51625, -0.818125, -0.398125, 16371, -129, -203, , , , , 
1.47143, IMU_DATA, 0.42875, -0.721875, -0.51625, 16386, -160, -207, , , , , 
1.47623, IMU_DATA, 0.28875, -0.608125, -0.49, 16383, -152, -168, , , , , 
1.48103, IMU_DATA, 0.389375, -0.74375, -0.538125, 16377, -100, -160, , , , , 
1.48583, IMU_DATA, 0.459375, -0.695625, -0.55125, 16382, -106, -140, , , , , 
1.40591, IMG_DATA, , , , , , , , , , Image_00014 
1.49063, IMU_DATA, 0.4725, -0.6475, -0.455, 16374, -91, -140, , , , , 
1.49543, IMU_DATA, 0.538125, -0.7, -0.385, 16393, -125, -118, , , , , 
1.50023, IMU_DATA, 0.4725, -0.669375, -0.32375, 16346, -81, -122, , , , , 
1.50503, IMU_DATA, 0.41125, -0.669375, -0.23625, 16395, -83, -149, , , , , 
1.50983, IMU_DATA, 0.476875, -0.665, -0.153125, 16383, -94, -125, , , , , 
1.51463, IMU_DATA, 0.56875, -0.63875, -0.118125, 16409, -124, -140, , , , , 
1.51943, IMU_DATA, 0.564375, -0.63875, -0.09625, 16382, -105, -107, , , , , 
1.52423, IMU_DATA, 0.520625, -0.7, -0.030625, 16383, -130, -136, , , , , 
1.52903, IMU_DATA, 0.476875, -0.695625, 0.074375, 16391, -185, -157, , , , , 
1.53383, IMU_DATA, 0.4025, -0.660625, 0.16625, 16397, -202, -160, , , , , 
1.53863, IMU_DATA, 0.371875, -0.634375, 0.205625, 16373, -212, -185, , , , , 
1.54343, IMU_DATA, 0.398125, -0.634375, 0.2625, 16363, -249, -161, , , , , 
1.54823, IMU_DATA, 0.5425, -0.72625, 0.2625, 16388, -265, -156, , , , , 
1.55303, IMU_DATA, 0.58625, -0.86625, 0.2625, 16368, -240, -172, , , , , 
1.55783, IMU_DATA, 0.450625, -0.77, 0.301875, 16369, -253, -173, , , , , 
1.56263, IMU_DATA, 0.42, -0.651875, 0.258125, 16370, -254, -154, , , , , 
1.56743, IMU_DATA, 0.53375, -0.77875, 0.21875, 16381, -238, -133, , , , , 
1.57223, IMU_DATA, 0.581875, -0.84, 0.266875, 16386, -242, -126, , , , , 
1.57703, IMU_DATA, 0.48125, -0.713125, 0.28, 16394, -215, -141, , , , , 
1.58183, IMU_DATA, 0.49875, -0.678125, 0.21875, 16393, -200, -135, , , , , 
1.58663, IMU_DATA, 0.651875, -0.791875, 0.161875, 16389, -168, -134, , , , , 
1.59143, IMU_DATA, 0.590625, -0.77, 0.105, 16353, -151, -157, , , , , 
1.50592, IMG_DATA, , , , , , , , , , Image_00015 
1.59623, IMU_DATA, 0.546875, -0.7525, 0.035, 16363, -132, -142, , , , , 
1.60103, IMU_DATA, 0.51625, -0.756875, -0.0175, 16355, -87, -148, , , , , 
1.60583, IMU_DATA, 0.5425, -0.756875, -0.048125, 16390, -155, -157, , , , , 
1.61063, IMU_DATA, 0.56, -0.783125, -0.0175, 16390, -140, -178, , , , , 
1.61543, IMU_DATA, 0.494375, -0.809375, -0.07875, 16394, -113, -227, , , , , 
1.62023, IMU_DATA, 0.494375, -0.77, -0.118125, 16400, -151, -210, , , , , 
1.62503, IMU_DATA, 0.529375, -0.735, -0.039375, 16406, -188, -223, , , , , 
1.62983, IMU_DATA, 0.56, -0.79625, 0.02625, 16410, -195, -235, , , , , 
1.63463, IMU_DATA, 0.564375, -0.783125, 0.030625, 16389, -186, -212, , , , , 
1.63943, IMU_DATA, 0.459375, -0.595, 0.04375, 16366, -227, -274, , , , , 
1.64423, IMU_DATA, 0.46375, -0.590625, 0.065625, 16396, -247, -255, , , , , 
1.64903, IMU_DATA, 0.51625, -0.774375, 0.0175, 16385, -252, -217, , , , , 
1.65383, IMU_DATA, 0.538125, -0.809375, 0.021875, 16382, -272, -226, , , , , 
1.65863, IMU_DATA, 0.616875, -0.72625, 0.013125, 16386, -272, -229, , , , , 
1.66343, IMU_DATA, 0.6125, -0.65625, -0.039375, 16409, -295, -210, , , , , 
1.66823, IMU_DATA, 0.5075, -0.6125, -0.1225, 16359, -244, -161, , , , , 
1.67303, IMU_DATA, 0.58625, -0.6825, -0.161875, 16374, -274, -181, , , , , 
1.67783, IMU_DATA, 0.53375, -0.5775, -0.074375, 16375, -261, -122, , , , , 
1.68263, IMU_DATA, 0.455, -0.503125, -0.07875, 16366, -194, -142, , , , , 
1.68743, IMU_DATA, 0.4375, -0.450625, -0.13125, 16401, -214, -121, , , , , 
1.69223, IMU_DATA, 0.511875, -0.6125, -0.179375, 16346, -146, -110, , , , , 
1.69703, IMU_DATA, 0.555625, -0.70875, -0.1225, 16412, -182, -93, , , , , 
1.6059, IMG_DATA, , , , , , , , , , Image_00016 
1.70183, IMU_DATA, 0.529375, -0.643125, -0.09625, 16351, -95, -58, , , , , 
1.70663, IMU_DATA, 0.5775, -0.665, -0.100625, 16383, -143, -68, , , , , 
1.71143, IMU_DATA, 0.529375, -0.721875, -0.030625, 16380, -124, -48, , , , , 
1.71623, IMU_DATA, 0.468125, -0.76125, 0.004375, 16395, -116, -101, , , , , 
1.72103, IMU_DATA, 0.525, -0.774375, 0.11375, 16391, -115, -81, , , , , 
1.72583, IMU_DATA, 0.525, -0.756875, 0.1575, 16385, -108, -98, , , , , 
1.73063, IMU_DATA, 0.49875, -0.83125, 0.188125, 16385, -139, -126, , , , , 
1.73543, IMU_DATA, 0.459375, -0.88375, 0.1925, 16341, -133, -112, , , , , 
1.74023, IMU_DATA, 0.538125, -0.879375, 0.196875, 16389, -160, -179, , , , , 
1.74503, IMU_DATA, 0.5775, -0.84875, 0.196875, 16375, -184, -155, , , , , 
1.74983, IMU_DATA, 0.503125, -0.879375, 0.1925, 16377, -197, -215, , , , , 
1.75463, IMU_DATA, 0.459375, -0.93625, 0.16625, 16386, -204, -167, , , , , 
1.75943, IMU_DATA, 0.398125, -0.81375, 0.1225, 16406, -217, -223, , , , , 
1.76423, IMU_DATA, 0.34125, -0.76125, 0.074375, 16418, -234, -210, , , , , 
1.76903, IMU_DATA, 0.389375, -0.800625, -0.004375, 16321, -230, -225, , , , , 
1.77383, IMU_DATA, 0.459375, -0.74375, -0.04375, 16344, -259, -237, , , , , 
1.77863, IMU_DATA, 0.525, -0.879375, -0.091875, 16359, -277, -220, , , , , 
1.78343, IMU_DATA, 0.520625, -0.958125, -0.135625, 16343, -280, -184, , , , , 
1.78823, IMU_DATA, 0.49, -0.84, -0.2275, 16320, -193, -133, , , , , 
1.79303, IMU_DATA, 0.669375, -0.81375, -0.223125, 16394, -195, -166, , , , , 
1.79783, IMU_DATA, 0.8575, -0.875, -0.06125, 16422, -234, -219, , , , , 
1.80263, IMU_DATA, 0.83125, -0.905625, 0.14875, 16501, -446, -277, , , , , 
1.71234, IMG_DATA, , , , , , , , , , Image_00017 
1.80743, IMU_DATA, 0.800625, -0.98875, 0.249375, 16509, -602, -407, , , , , 
1.81223, IMU_DATA, 0.7875, -0.945, 0.126875, 16531, -668, -586, , , , , 
1.81703, IMU_DATA, 0.774375, -0.805, -0.161875, 16422, -664, -588, , , , , 
1.82183, IMU_DATA, 0.651875, -0.564375, -0.455, 16381, -675, -538, , , , , 
1.82663, IMU_DATA, 0.51625, -0.380625, -0.800625, 16259, -612, -414, , , , , 
1.83143, IMU_DATA, 0.39375, -0.175, -1.21187, 16215, -423, -391, , , , , 
1.83623, IMU_DATA, 0.42875, -0.004375, -1.58375, 16186, -175, -307, , , , , 
1.84103, IMU_DATA, 0.581875, 0.0875, -1.77187, 16267, 62, -200, , , , , 
1.84583, IMU_DATA, 0.616875, 0.135625, -1.73687, 16331, 211, -41, , , , , 
1.85063, IMU_DATA, 0.65625, 0.144375, -1.47875, 16476, 296, -25, , , , , 
1.85543, IMU_DATA, 0.651875, 0.021875, -1.15937, 16558, 282, 42, , , , , 
1.86023, IMU_DATA, 0.485625, 0.04375, -0.879375, 16597, 276, 195, , , , , 
1.86503, IMU_DATA, 0.354375, 0.11375, -0.77, 16554, 330, 360, , , , , 
1.86983, IMU_DATA, 0.153125, 0.18375, -0.783125, 16415, 409, 540, , , , , 
1.87463, IMU_DATA, -0.00875, 0.048125, -0.6475, 16305, 424, 586, , , , , 
1.87943, IMU_DATA, -0.021875, -0.301875, -0.42875, 16182, 386, 613, , , , , 
1.88423, IMU_DATA, -0.048125, -0.643125, -0.21875, 16082, 415, 603, , , , , 
1.88903, IMU_DATA, 0.021875, -1.02375, 0.065625, 16135, 406, 578, , , , , 
1.89383, IMU_DATA, 0.0175, -1.33437, 0.494375, 16266, 266, 453, , , , , 
1.89863, IMU_DATA, 0.00875, -1.56187, 0.949375, 16452, 80, 412, , , , , 
1.90343, IMU_DATA, 0.18375, -1.8725, 1.30812, 16567, -164, 353, , , , , 
1.90823, IMU_DATA, 0.380625, -2.18312, 1.63187, 16665, -542, 138, , , , , 
1.80588, IMG_DATA, , , , , , , , , , Image_00018 
1.91303, IMU_DATA, 0.555625, -2.41937, 1.75, 16644, -737, -16, , , , , 
1.91783, IMU_DATA, 0.58625, -2.46312, 1.39125, 16526, -726, -179, , , , , 
1.92263, IMU_DATA, 0.660625, -2.55062, 1.03687, 16361, -785, -427, , , , , 
1.92743, IMU_DATA, 0.805, -2.6775, 0.945, 16257, -986, -685, , , , , 
1.93223, IMU_DATA, 0.91875, -2.66, 0.966875, 16238, -1218, -923, , , , , 
1.93703, IMU_DATA, 0.91875, -2.4675, 0.809375, 16259, -1357, -1110, , , , , 
1.94183, IMU_DATA, 0.896875, -2.19187, 0.315, 16366, -1294, -1294, , , , , 
1.94663, IMU_DATA, 0.86625, -1.86812, -0.5075, 16400, -1002, -1390, , , , , 
1.95143, IMU_DATA, 0.783125, -1.44812, -1.26437, 16436, -726, -1367, , , , , 
1.95623, IMU_DATA, 0.573125, -0.783125, -1.61437, 16426, -532, -1364, , , , , 
1.96103, IMU_DATA, 0.468125, -0.1575, -1.71062, 16359, -408, -1297, , , , , 
1.96583, IMU_DATA, 0.450625, 0.315, -1.8025, 16353, -192, -1169, , , , , 
1.97062, IMU_DATA, 0.4375, 0.6825, -1.96875, 16370, 105, -907, , , , , 
1.97543, IMU_DATA, 0.354375, 1.18125, -2.03, 16414, 303, -632, , , , , 
1.98023, IMU_DATA, 0.336875, 1.57062, -1.82437, 16458, 392, -330, , , , , 
1.98503, IMU_DATA, 0.284375, 1.69312, -1.50062, 16409, 391, -60, , , , , 
1.98983, IMU_DATA, 0.301875, 1.63625, -1.225, 16394, 366, 148, , , , , 
1.99463, IMU_DATA, 0.301875, 1.52687, -1.04562, 16310, 389, 423, , , , , 
1.99942, IMU_DATA, 0.363125, 1.2425, -1.02812, 16243, 531, 652, , , , , 
2.00423, IMU_DATA, 0.34125, 1.05875, -0.93625, 16186, 538, 858, , , , , 
2.00903, IMU_DATA, 0.196875, 0.84, -0.511875, 16309, 421, 920, , , , , 
2.01383, IMU_DATA, 0.135625, 0.415625, 0.004375, 16414, 262, 988, , , , , 
1.90591, IMG_DATA, , , , , , , , , , Image_00019 
2.01863, IMU_DATA, 0.188125, -0.0525, 0.266875, 16488, 109, 1124, , , , , 
2.02343, IMU_DATA, 0.245, -0.564375, 0.179375, 16539, 124, 976, , , , , 
2.02822, IMU_DATA, 0.354375, -1.05, -0.02625, 16440, 227, 868, , , , , 
2.03303, IMU_DATA, 0.485625, -1.3475, 0.065625, 16397, 49, 856, , , , , 
2.03783, IMU_DATA, 0.525, -1.8375, 0.18375, 16298, 106, 536, , , , , 
2.04263, IMU_DATA, 0.529375, -2.31875, 0.20125, 16257, 96, 287, , , , , 
2.04743, IMU_DATA, 0.546875, -2.52437, 0.266875, 16233, 90, 216, , , , , 
2.05223, IMU_DATA, 0.525, -2.52, 0.433125, 16299, 151, -47, , , , , 
2.05702, IMU_DATA, 0.529375, -2.50687, 0.56, 16318, 169, -184, , , , , 
2.06183, IMU_DATA, 0.511875, -2.52437, 0.8925, 16455, 12, -338, , , , , 
2.06663, IMU_DATA, 0.503125, -2.5025, 1.23812, 16467, -119, -492, , , , , 
2.07143, IMU_DATA, 0.56, -2.41062, 1.42187, 16498, -317, -685, , , , , 
2.07623, IMU_DATA, 0.433125, -2.21812, 1.48312, 16424, -407, -751, , , , , 
2.08103, IMU_DATA, 0.27125, -1.98625, 1.45687, 16433, -535, -822, , , , , 
2.08582, IMU_DATA, 0.109375, -1.66687, 1.42187, 16340, -574, -793, , , , , 
2.09062, IMU_DATA, 0.039375, -1.37812, 1.4525, 16324, -765, -766, , , , , 
2.09543, IMU_DATA, -0.175, -1.0675, 1.4875, 16347, -855, -832, , , , , 
2.10023, IMU_DATA, -0.415625, -0.774375, 1.23812, 16288, -953, -547, , , , , 
2.10503, IMU_DATA, -0.65625, -0.72625, 0.888125, 16389, -962, -542, , , , , 
2.10983, IMU_DATA, -0.888125, -0.7875, 0.4375, 16391, -951, -504, , , , , 
2.11462, IMU_DATA, -1.11125, -0.774375, 0.056875, 16446, -906, -484, , , , , 
2.11942, IMU_DATA, -1.54875, -0.665, -0.18375, 16540, -962, -493, , , , , 
2.00589, IMG_DATA, , , , , , , , , , Image_00020 
2.12423, IMU_DATA, -1.90312, -0.756875, -0.49, 16549, -894, -606, , , , , 
2.12903, IMU_DATA, -2.13937, -0.8925, -0.945, 16530, -755, -622, , , , , 
2.13383, IMU_DATA, -2.45875, -0.686875, -1.35625, 16442, -531, -696, , , , , 
2.13863, IMU_DATA, -2.7475, -0.406875, -1.71062, 16368, -342, -699, , , , , 
2.14342, IMU_DATA, -2.89625, -0.20125, -1.785, 16265, -205, -614, , , , , 
2.14822, IMU_DATA, -2.91375, -0.039375, -1.77625, 16263, -60, -616, , , , , 
2.15303, IMU_DATA, -2.82187, 0.13125, -1.72375, 16273, 60, -508, , , , , 
2.15783, IMU_DATA, -2.63812, 0.2975, -1.715, 16338, 201, -455, , , , , 
2.16263, IMU_DATA, -2.39312, 0.3325, -1.7675, 16434, 326, -352, , , , , 
2.16743, IMU_DATA, -2.28812, 0.58625, -1.61437, 16491, 412, -195, , , , , 
2.17222, IMU_DATA, -2.24, 0.91, -1.40437, 16496, 442, -28, , , , , 
2.17702, IMU_DATA, -2.04312, 0.923125, -1.27312, 16483, 487, 139, , , , , 
2.18183, IMU_DATA, -1.86375, 0.88375, -1.2075, 16385, 588, 374, , , , , 
2.18663, IMU_DATA, -1.80687, 0.81375, -1.12875, 16330, 682, 560, , , , , 
2.19143, IMU_DATA, -1.7325, 0.546875, -0.879375, 16262, 719, 711, , , , , 
2.19623, IMU_DATA, -1.81562, 0.2975, -0.525, 16289, 654, 765, , , , , 
2.20103, IMU_DATA, -1.97312, 0.039375, -0.18375, 16313, 544, 770, , , , , 
2.20582, IMU_DATA, -1.9775, -0.450625, 0.09625, 16378, 512, 770, , , , , 
2.21063, IMU_DATA, -2.02125, -0.949375, 0.275625, 16423, 489, 709, , , , , 
2.21543, IMU_DATA, -2.2575, -1.21187, 0.485625, 16427, 420, 600, , , , , 
2.22023, IMU_DATA, -2.41062, -1.50937, 0.77, 16428, 374, 471, , , , , 
2.22503, IMU_DATA, -2.6075, -1.81562, 1.07625, 16417, 273, 318, , , , , 
2.1059, IMG_DATA, , , , , , , , , , Image_00021 
2.22983, IMU_DATA, -2.72125, -2.17437, 1.35187, 16343, 140, 129, , , , , 
2.23462, IMU_DATA, -2.87, -2.24437, 1.65375, 16331, -23, -63, , , , , 
2.23943, IMU_DATA, -2.99687, -2.25312, 1.90312, 16318, -142, -194, , , , , 
2.24423, IMU_DATA, -3.21562, -2.2575, 2.09125, 16362, -298, -356, , , , , 
2.24903, IMU_DATA, -3.465, -2.17437, 2.23125, 16369, -510, -455, , , , , 
2.25383, IMU_DATA, -3.6575, -2.0475, 2.27062, 16412, -735, -579, , , , , 
2.25863, IMU_DATA, -3.74062, -1.855, 2.15687, 16410, -879, -621, , , , , 
2.26342, IMU_DATA, -3.89375, -1.58375, 1.995, 16426, -1025, -683, , , , , 
2.26823, IMU_DATA, -4.20875, -1.42187, 1.70625, 16437, -1119, -691, , , , , 
2.27303, IMU_DATA, -4.58062, -1.29062, 1.26437, 16412, -1149, -681, , , , , 
2.27783, IMU_DATA, -4.94812, -1.0675, 0.844375, 16396, -1164, -712, , , , , 
2.28263, IMU_DATA, -5.25437, -0.84875, 0.49875, 16422, -1211, -678, , , , , 
2.28743, IMU_DATA, -5.60437, -0.74375, 0.09625, 16422, -1167, -637, , , , , 
2.29222, IMU_DATA, -6.08125, -0.625625, -0.455, 16449, -1054, -596, , , , , 
2.29703, IMU_DATA, -6.545, -0.51625, -0.95375, 16447, -912, -578, , , , , 
2.30183, IMU_DATA, -6.89062, -0.476875, -1.28625, 16410, -768, -571, , , , , 
2.30663, IMU_DATA, -7.35, -0.2625, -1.5575, 16427, -549, -568, , , , , 
2.31143, IMU_DATA, -7.69562, -0.118125, -1.87687, 16393, -330, -504, , , , , 
2.31623, IMU_DATA, -7.90562, -0.09625, -2.135, 16422, -51, -508, , , , , 
2.32102, IMU_DATA, -8.17687, -0.030625, -2.33187, 16374, 233, -443, , , , , 
2.32583, IMU_DATA, -8.46125, 0.11375, -2.42375, 16359, 491, -400, , , , , 
2.33063, IMU_DATA, -8.56625, 0.175, -2.3275, 16372, 707, -336, , , , , 
2.2059, IMG_DATA, , , , , , , , , , Image_00022 
2.33543, IMU_DATA, -8.66687, 0.345625, -2.0825, 16374, 817, -255, , , , , 
2.34023, IMU_DATA, -8.68437, 0.398125, -1.82, 16371, 934, -155, , , , , 
2.34503, IMU_DATA, -8.74562, 0.51625, -1.5225, 16360, 1022, -36, , , , , 
2.34982, IMU_DATA, -8.7675, 0.63875, -1.14187, 16374, 1051, 57, , , , , 
2.35463, IMU_DATA, -8.82875, 0.651875, -0.704375, 16350, 1046, 182, , , , , 
2.35943, IMU_DATA, -8.97312, 0.58625, -0.21, 16310, 977, 298, , , , , 
2.36423, IMU_DATA, -9.10437, 0.49875, 0.275625, 16319, 859, 407, , , , , 
2.36903, IMU_DATA, -9.275, 0.3325, 0.72625, 16303, 661, 500, , , , , 
2.37383, IMU_DATA, -9.50687, 0.100625, 1.1725, 16337, 431, 562, , , , , 
2.37862, IMU_DATA, -9.79125, -0.2275, 1.54437, 16338, 231, 590, , , , , 
2.38343, IMU_DATA, -10.1062, -0.546875, 1.82437, 16409, -25, 544, , , , , 
2.38823, IMU_DATA, -10.3162, -0.875, 2.0475, 16427, -223, 495, , , , , 
2.39303, IMU_DATA, -10.5612, -1.1375, 2.205, 16433, -509, 438, , , , , 
2.39783, IMU_DATA, -10.7187, -1.52687, 2.16125, 16446, -692, 286, , , , , 
2.40263, IMU_DATA, -11.0119, -1.83312, 1.93375, 16430, -776, 77, , , , , 
2.40742, IMU_DATA, -11.3356, -1.95562, 1.63625, 16338, -872, -46, , , , , 
2.41223, IMU_DATA, -11.4537, -2.07812, 1.40875, 16366, -920, -177, , , , , 
2.41703, IMU_DATA, -11.5062, -2.13937, 1.26, 16340, -969, -424, , , , , 
2.42183, IMU_DATA, -11.62, -1.96437, 1.085, 16388, -997, -527, , , , , 
2.42663, IMU_DATA, -11.795, -1.77625, 0.77875, 16400, -926, -658, , , , , 
2.43143, IMU_DATA, -11.8825, -1.68875, 0.34125, 16390, -800, -770, , , , , 
2.43622, IMU_DATA, -11.7775, -1.51375, 0.1575, 16430, -760, -820, , , , , 
2.30591, IMG_DATA, , , , , , , , , , Image_00023 
2.44103, IMU_DATA, -11.6812, -1.19437, 0.083125, 16424, -682, -825, , , , , 
2.44583, IMU_DATA, -11.515, -0.931875, -0.170625, 16398, -549, -838, , , , , 
2.45063, IMU_DATA, -11.4362, -0.625625, -0.4025, 16374, -412, -742, , , , , 
2.45543, IMU_DATA, -11.4537, -0.354375, -0.590625, 16367, -290, -712, , , , , 
2.46023, IMU_DATA, -11.41, -0.065625, -0.67375, 16332, -153, -604, , , , , 
2.46502, IMU_DATA, -11.3444, 0.188125, -0.65625, 16343, -61, -442, , , , , 
2.46983, IMU_DATA, -11.3225, 0.34125, -0.5775, 16387, -22, -344, , , , , 
2.47463, IMU_DATA, -11.3575, 0.336875, -0.546875, 16390, 24, -218, , , , , 
2.47943, IMU_DATA, -11.515, 0.336875, -0.546875, 16427, 80, -123, , , , , 
2.48423, IMU_DATA, -11.6681, 0.315, -0.555625, 16436, 166, -53, , , , , 
2.48903, IMU_DATA, -11.6725, 0.21, -0.5075, 16444, 157, 8, , , , , 
2.49382, IMU_DATA, -11.6681, 0.109375, -0.42875, 16398, 172, 60, , , , , 
2.49862, IMU_DATA, -11.795, 0.07, -0.354375, 16410, 186, 89, , , , , 
2.50343, IMU_DATA, -11.9, -0.06125, -0.284375, 16398, 179, 88, , , , , 
2.50823, IMU_DATA, -11.935, -0.16625, -0.1925, 16373, 179, 71, , , , , 
2.51303, IMU_DATA, -11.9087, -0.336875, -0.153125, 16356, 183, 76, , , , , 
2.51783, IMU_DATA, -11.9394, -0.406875, -0.0525, 16331, 171, 64, , , , , 
2.52262, IMU_DATA, -11.8169, -0.511875, 0.118125, 16318, 120, 31, , , , , 
2.52742, IMU_DATA, -11.6944, -0.608125, 0.266875, 16327, 38, 54, , , , , 
2.53223, IMU_DATA, -11.6812, -0.55125, 0.3675, 16367, -6, 53, , , , , 
2.53703, IMU_DATA, -11.655, -0.546875, 0.485625, 16389, -50, 54, , , , , 
2.54183, IMU_DATA, -11.7556, -0.53375, 0.590625, 16422, -56, 44, , , , , 
2.40588, IMG_DATA, , , , , , , , , , Image_00024 
2.54663, IMU_DATA, -11.7206, -0.573125, 0.669375, 16420, -94, 92, , , , , 
2.55142, IMU_DATA, -11.7381, -0.538125, 0.756875, 16397, -184, 98, , , , , 
2.55622, IMU_DATA, -11.7775, -0.660625, 0.8925, 16401, -255, 104, , , , , 
2.56103, IMU_DATA, -11.935, -0.72625, 0.9625, 16370, -320, 85, , , , , 
2.56583, IMU_DATA, -12.075, -0.844375, 0.923125, 16370, -353, 92, , , , , 
2.57063, IMU_DATA, -12.18, -1.01062, 0.914375, 16362, -409, 60, , , , , 
2.57543, IMU_DATA, -12.4031, -1.1375, 0.91, 16380, -458, 5, , , , , 
2.58022, IMU_DATA, -12.6612, -1.22062, 0.870625, 16398, -500, -39, , , , , 
2.58502, IMU_DATA, -12.9325, -1.23812, 0.805, 16427, -509, -135, , , , , 
2.58983, IMU_DATA, -13.16, -1.26875, 0.660625, 16423, -521, -208, , , , , 
2.59463, IMU_DATA, -13.4619, -1.365, 0.476875, 16447, -477, -316, , , , , 
2.59943, IMU_DATA, -13.6981, -1.42625, 0.27125, 16398, -426, -396, , , , , 
2.60423, IMU_DATA, -13.86, -1.41312, 0.109375, 16411, -391, -477, , , , , 
2.60903, IMU_DATA, -14.14, -1.27312, 0.0525, 16380, -341, -534, , , , , 
2.61382, IMU_DATA, -14.3762, -1.16375, -0.074375, 16408, -314, -600, , , , , 
2.61863, IMU_DATA, -14.6256, -0.945, -0.205625, 16402, -204, -629, , , , , 
2.62343, IMU_DATA, -14.8444, -0.774375, -0.293125, 16385, -125, -628, , , , , 
2.62823, IMU_DATA, -14.9756, -0.7175, -0.371875, 16383, -69, -630, , , , , 
2.63303, IMU_DATA, -15.0937, -0.55125, -0.406875, 16420, -5, -571, , , , , 
2.63783, IMU_DATA, -15.3519, -0.196875, -0.415625, 16384, 39, -514, , , , , 
2.64262, IMU_DATA, -15.5269, -0.035, -0.406875, 16356, 114, -460, , , , , 
2.64743, IMU_DATA, -15.6144, -0.004375, -0.415625, 16367, 172, -367, , , , , 
2.50589, IMG_DATA, , , , , , , , , , Image_00025 
2.65223, IMU_DATA, -15.8069, 0.13125, -0.3675, 16352, 189, -278, , , , , 
2.65703, IMU_DATA, -15.8987, 0.126875, -0.231875, 16357, 170, -216, , , , , 
2.66183, IMU_DATA, -16.065, 0.109375, -0.06125, 16394, 146, -89, , , , , 
2.66663, IMU_DATA, -16.3319, 0.091875, 0.030625, 16399, 147, -18, , , , , 
2.67142, IMU_DATA, -16.5987, 0.065625, 0.074375, 16426, 144, 40, , , , , 
2.67623, IMU_DATA, -16.8787, 0.065625, 0.175, 16421, 110, 99, , , , , 
2.68103, IMU_DATA, -17.0931, -0.030625, 0.336875, 16412, 76, 126, , , , , 
2.68583, IMU_DATA, -17.1937, -0.175, 0.48125, 16382, 27, 147, , , , , 
2.69063, IMU_DATA, -17.3337, -0.328125, 0.56, 16366, -56, 149, , , , , 
2.69543, IMU_DATA, -17.6181, -0.424375, 0.625625, 16369, -88, 136, , , , , 
2.70022, IMU_DATA, -17.8981, -0.546875, 0.6825, 16346, -108, 126, , , , , 
